STATION_FILE_FOLDER,STATION,POR_YEAR_FOLDER,FILE_NAME_BASE,FILE_NAME_ALIAS,PLOT_FILE_NAME,TABLE_FILE_NAME,REPORT_FILE_NAME
B95421/2008/STAGE_15-MINUTE,B95421,2008,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95421/2009/STAGE_15-MINUTE,B95421,2009,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95421/2010/STAGE_15-MINUTE,B95421,2010,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95421/2011/STAGE_15-MINUTE,B95421,2011,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95421/2012/STAGE_15-MINUTE,B95421,2012,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95421/2013/STAGE_15-MINUTE,B95421,2013,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95421/2014/STAGE_15-MINUTE,B95421,2014,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95421/2015/STAGE_15-MINUTE,B95421,2015,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95421/2016/STAGE_15-MINUTE,B95421,2016,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95421/2017/STAGE_15-MINUTE,B95421,2017,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95421/2018/STAGE_15-MINUTE,B95421,2018,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95421/2019/STAGE_15-MINUTE,B95421,2019,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95421/2020/STAGE_15-MINUTE,B95421,2020,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/1984/STAGE_15-MINUTE,B95425,1984,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/1985/STAGE_15-MINUTE,B95425,1985,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/1986/STAGE_15-MINUTE,B95425,1986,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/1987/STAGE_15-MINUTE,B95425,1987,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/1988/STAGE_15-MINUTE,B95425,1988,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/1989/STAGE_15-MINUTE,B95425,1989,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/1990/STAGE_15-MINUTE,B95425,1990,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/1991/STAGE_15-MINUTE,B95425,1991,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/1992/STAGE_15-MINUTE,B95425,1992,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/1993/STAGE_15-MINUTE,B95425,1993,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/1994/STAGE_15-MINUTE,B95425,1994,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/1995/STAGE_15-MINUTE,B95425,1995,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/1996/STAGE_15-MINUTE,B95425,1996,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/1997/STAGE_15-MINUTE,B95425,1997,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/1998/STAGE_15-MINUTE,B95425,1998,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/2005/STAGE_15-MINUTE,B95425,2005,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/2006/STAGE_15-MINUTE,B95425,2006,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/2007/STAGE_15-MINUTE,B95425,2007,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/2008/STAGE_15-MINUTE,B95425,2008,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/2009/STAGE_15-MINUTE,B95425,2009,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/2010/STAGE_15-MINUTE,B95425,2010,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/2011/STAGE_15-MINUTE,B95425,2011,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/2012/STAGE_15-MINUTE,B95425,2012,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/2013/STAGE_15-MINUTE,B95425,2013,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/2014/STAGE_15-MINUTE,B95425,2014,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/2015/STAGE_15-MINUTE,B95425,2015,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/2016/STAGE_15-MINUTE,B95425,2016,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/2017/STAGE_15-MINUTE,B95425,2017,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/2018/STAGE_15-MINUTE,B95425,2018,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/2019/STAGE_15-MINUTE,B95425,2019,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95425/2020/STAGE_15-MINUTE,B95425,2020,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/1983/STAGE_15-MINUTE,B95460,1983,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/1984/STAGE_15-MINUTE,B95460,1984,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/1985/STAGE_15-MINUTE,B95460,1985,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/1986/STAGE_15-MINUTE,B95460,1986,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/1987/STAGE_15-MINUTE,B95460,1987,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/1988/STAGE_15-MINUTE,B95460,1988,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/1989/STAGE_15-MINUTE,B95460,1989,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/1990/STAGE_15-MINUTE,B95460,1990,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/1991/STAGE_15-MINUTE,B95460,1991,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/1992/STAGE_15-MINUTE,B95460,1992,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/1993/STAGE_15-MINUTE,B95460,1993,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/1994/STAGE_15-MINUTE,B95460,1994,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/1995/STAGE_15-MINUTE,B95460,1995,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/1996/STAGE_15-MINUTE,B95460,1996,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/1997/STAGE_15-MINUTE,B95460,1997,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/1998/STAGE_15-MINUTE,B95460,1998,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/1999/STAGE_15-MINUTE,B95460,1999,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/2000/STAGE_15-MINUTE,B95460,2000,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/2001/STAGE_15-MINUTE,B95460,2001,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/2002/STAGE_15-MINUTE,B95460,2002,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/2003/STAGE_15-MINUTE,B95460,2003,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/2004/STAGE_15-MINUTE,B95460,2004,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/2005/STAGE_15-MINUTE,B95460,2005,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/2006/STAGE_15-MINUTE,B95460,2006,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/2007/STAGE_15-MINUTE,B95460,2007,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/2008/STAGE_15-MINUTE,B95460,2008,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/2009/STAGE_15-MINUTE,B95460,2009,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/2010/STAGE_15-MINUTE,B95460,2010,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/2011/STAGE_15-MINUTE,B95460,2011,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/2012/STAGE_15-MINUTE,B95460,2012,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/2013/STAGE_15-MINUTE,B95460,2013,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/2014/STAGE_15-MINUTE,B95460,2014,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/2015/STAGE_15-MINUTE,B95460,2015,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/2016/STAGE_15-MINUTE,B95460,2016,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/2017/STAGE_15-MINUTE,B95460,2017,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/2018/STAGE_15-MINUTE,B95460,2018,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/2019/STAGE_15-MINUTE,B95460,2019,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95460/2020/STAGE_15-MINUTE,B95460,2020,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/1988/STAGE_15-MINUTE,B95468,1988,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/1989/STAGE_15-MINUTE,B95468,1989,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/1990/STAGE_15-MINUTE,B95468,1990,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/1991/STAGE_15-MINUTE,B95468,1991,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/1992/STAGE_15-MINUTE,B95468,1992,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/1993/STAGE_15-MINUTE,B95468,1993,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/1994/STAGE_15-MINUTE,B95468,1994,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/1995/STAGE_15-MINUTE,B95468,1995,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/1996/STAGE_15-MINUTE,B95468,1996,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/1997/STAGE_15-MINUTE,B95468,1997,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/1998/STAGE_15-MINUTE,B95468,1998,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/1999/STAGE_15-MINUTE,B95468,1999,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/2000/STAGE_15-MINUTE,B95468,2000,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/2001/STAGE_15-MINUTE,B95468,2001,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/2002/STAGE_15-MINUTE,B95468,2002,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/2003/STAGE_15-MINUTE,B95468,2003,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/2004/STAGE_15-MINUTE,B95468,2004,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/2005/STAGE_15-MINUTE,B95468,2005,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/2006/STAGE_15-MINUTE,B95468,2006,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/2007/STAGE_15-MINUTE,B95468,2007,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/2008/STAGE_15-MINUTE,B95468,2008,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/2009/STAGE_15-MINUTE,B95468,2009,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/2010/STAGE_15-MINUTE,B95468,2010,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/2011/STAGE_15-MINUTE,B95468,2011,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/2012/STAGE_15-MINUTE,B95468,2012,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/2013/STAGE_15-MINUTE,B95468,2013,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/2014/STAGE_15-MINUTE,B95468,2014,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/2015/STAGE_15-MINUTE,B95468,2015,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/2016/STAGE_15-MINUTE,B95468,2016,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/2017/STAGE_15-MINUTE,B95468,2017,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/2018/STAGE_15-MINUTE,B95468,2018,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/2019/STAGE_15-MINUTE,B95468,2019,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95468/2020/STAGE_15-MINUTE,B95468,2020,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95480/2012/STAGE_15-MINUTE,B95480,2012,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95480/2013/STAGE_15-MINUTE,B95480,2013,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95480/2014/STAGE_15-MINUTE,B95480,2014,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95480/2015/STAGE_15-MINUTE,B95480,2015,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95480/2016/STAGE_15-MINUTE,B95480,2016,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95480/2017/STAGE_15-MINUTE,B95480,2017,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95480/2018/STAGE_15-MINUTE,B95480,2018,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95480/2019/STAGE_15-MINUTE,B95480,2019,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95480/2020/STAGE_15-MINUTE,B95480,2020,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/1983/STAGE_15-MINUTE,B95500,1983,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/1984/STAGE_15-MINUTE,B95500,1984,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/1985/STAGE_15-MINUTE,B95500,1985,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/1986/STAGE_15-MINUTE,B95500,1986,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/1987/STAGE_15-MINUTE,B95500,1987,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/1988/STAGE_15-MINUTE,B95500,1988,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/1989/STAGE_15-MINUTE,B95500,1989,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/1990/STAGE_15-MINUTE,B95500,1990,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/1991/STAGE_15-MINUTE,B95500,1991,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/1992/STAGE_15-MINUTE,B95500,1992,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/1993/STAGE_15-MINUTE,B95500,1993,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/1994/STAGE_15-MINUTE,B95500,1994,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/1995/STAGE_15-MINUTE,B95500,1995,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/1996/STAGE_15-MINUTE,B95500,1996,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/1997/STAGE_15-MINUTE,B95500,1997,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/1998/STAGE_15-MINUTE,B95500,1998,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/1999/STAGE_15-MINUTE,B95500,1999,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/2000/STAGE_15-MINUTE,B95500,2000,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/2001/STAGE_15-MINUTE,B95500,2001,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/2002/STAGE_15-MINUTE,B95500,2002,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/2003/STAGE_15-MINUTE,B95500,2003,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/2004/STAGE_15-MINUTE,B95500,2004,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/2005/STAGE_15-MINUTE,B95500,2005,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/2006/STAGE_15-MINUTE,B95500,2006,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/2007/STAGE_15-MINUTE,B95500,2007,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/2008/STAGE_15-MINUTE,B95500,2008,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/2009/STAGE_15-MINUTE,B95500,2009,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/2010/STAGE_15-MINUTE,B95500,2010,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/2011/STAGE_15-MINUTE,B95500,2011,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/2012/STAGE_15-MINUTE,B95500,2012,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/2013/STAGE_15-MINUTE,B95500,2013,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/2014/STAGE_15-MINUTE,B95500,2014,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/2015/STAGE_15-MINUTE,B95500,2015,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/2016/STAGE_15-MINUTE,B95500,2016,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/2017/STAGE_15-MINUTE,B95500,2017,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/2018/STAGE_15-MINUTE,B95500,2018,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/2019/STAGE_15-MINUTE,B95500,2019,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95500/2020/STAGE_15-MINUTE,B95500,2020,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95503/1988/STAGE_15-MINUTE,B95503,1988,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95503/1989/STAGE_15-MINUTE,B95503,1989,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95503/1990/STAGE_15-MINUTE,B95503,1990,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95503/1991/STAGE_15-MINUTE,B95503,1991,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95503/1992/STAGE_15-MINUTE,B95503,1992,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95503/1993/STAGE_15-MINUTE,B95503,1993,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
B95503/1994/STAGE_15-MINUTE,B95503,1994,STAGE_15-MINUTE,Stage 15-Minute Data (ft),,STAGE_15-MINUTE_DATA_DATA.CSV,
