Title: "SJR.csv"
11783,PST,'RIVER STAGE (feet)'
20090220,0915,0.00
20090220,0930,0.00
20090220,0945,0.00
20090220,1000,0.00
20090220,1015,0.00
20090220,1030,0.00
20090220,1045,0.00
20090220,1100,0.00
20090220,1115,0.00
20090220,1130,0.00
20090220,1145,0.00
20090220,1200,0.00
20090220,1215,0.00
20090220,1230,0.00
20090220,1245,0.00
20090220,1300,0.00
20090220,1315,0.00
20090220,1330,0.00
20090220,1345,0.00
20090220,1400,0.00
20090220,1415,0.00
20090220,1430,0.00
20090220,1445,0.00
20090220,1500,0.00
20090220,1515,0.00
20090220,1530,0.00
20090220,1545,0.00
20090220,1600,0.00
20090220,1615,0.00
20090220,1630,0.00
20090220,1645,0.00
20090220,1700,0.00
20090220,1715,0.00
20090220,1730,0.00
20090220,1745,0.00
20090220,1800,0.00
20090220,1815,0.00
20090220,1830,0.00
20090220,1845,0.00
20090220,1900,0.00
20090220,1915,0.00
20090220,1930,0.00
20090220,1945,0.00
20090220,2000,0.00
20090220,2015,0.00
20090220,2030,0.00
20090220,2045,0.00
20090220,2100,0.00
20090220,2115,0.00
20090220,2130,0.00
20090220,2145,0.00
20090220,2200,0.00
20090220,2215,0.00
20090220,2230,0.00
20090220,2245,0.00
20090220,2300,0.00
20090220,2315,0.00
20090220,2330,0.00
20090220,2345,0.00
20090221,0000,0.00
20090221,0015,0.00
20090221,0030,0.00
20090221,0045,0.00
20090221,0100,0.00
20090221,0115,0.00
20090221,0130,0.00
20090221,0145,0.00
20090221,0200,0.00
20090221,0215,0.00
20090221,0230,0.00
20090221,0245,0.00
20090221,0300,0.00
20090221,0315,0.00
20090221,0330,0.00
20090221,0345,0.00
20090221,0400,0.00
20090221,0415,0.00
20090221,0430,0.00
20090221,0445,0.00
20090221,0500,0.00
20090221,0515,0.00
20090221,0530,0.00
20090221,0545,0.00
20090221,0600,0.00
20090221,0615,0.00
20090221,0630,0.00
20090221,0645,0.00
20090221,0700,0.00
20090221,0715,0.00
20090221,0730,0.00
20090221,0745,0.00
20090221,0800,0.00
20090221,0815,0.00
20090221,0830,0.00
20090221,0845,0.00
20090221,0900,0.00
20090221,0915,0.00
20090221,0930,0.00
20090221,0945,0.00
20090221,1000,0.00
20090221,1015,0.00
20090221,1030,0.00
20090221,1045,0.00
20090221,1100,0.00
20090221,1115,0.00
20090221,1130,0.00
20090221,1145,0.00
20090221,1200,0.00
20090221,1215,0.00
20090221,1230,0.00
20090221,1245,0.00
20090221,1300,0.00
20090221,1315,0.00
20090221,1330,0.00
20090221,1345,0.00
20090221,1400,0.00
20090221,1415,0.00
20090221,1430,0.00
20090221,1445,0.00
20090221,1500,0.00
20090221,1515,0.00
20090221,1530,0.00
20090221,1545,0.00
20090221,1600,0.00
20090221,1615,0.00
20090221,1630,0.00
20090221,1645,0.00
20090221,1700,0.00
20090221,1715,0.00
20090221,1730,0.00
20090221,1745,0.00
20090221,1800,0.00
20090221,1815,0.00
20090221,1830,0.00
20090221,1845,0.00
20090221,1900,0.00
20090221,1915,0.00
20090221,1930,0.00
20090221,1945,0.00
20090221,2000,0.00
20090221,2015,0.00
20090221,2030,0.00
20090221,2045,0.00
20090221,2100,0.00
20090221,2115,0.00
20090221,2130,0.00
20090221,2145,0.00
20090221,2200,0.00
20090221,2215,0.00
20090221,2230,0.00
20090221,2245,0.00
20090221,2300,0.00
20090221,2315,0.00
20090221,2330,0.00
20090221,2345,0.00
20090222,0000,0.00
20090222,0015,0.00
20090222,0030,0.00
20090222,0045,0.00
20090222,0100,0.00
20090222,0115,0.00
20090222,0130,0.00
20090222,0145,0.00
20090222,0200,0.00
20090222,0215,0.00
20090222,0230,0.00
20090222,0245,0.00
20090222,0300,0.00
20090222,0315,0.00
20090222,0330,0.00
20090222,0345,0.00
20090222,0400,0.00
20090222,0415,0.00
20090222,0430,0.00
20090222,0445,0.00
20090222,0500,0.00
20090222,0515,0.00
20090222,0530,0.00
20090222,0545,0.00
20090222,0600,0.00
20090222,0615,0.00
20090222,0630,0.00
20090222,0645,0.00
20090222,0700,0.00
20090222,0715,0.00
20090222,0730,0.00
20090222,0745,0.00
20090222,0800,0.00
20090222,0815,0.00
20090222,0830,0.00
20090222,0845,0.00
20090222,0900,0.00
20090222,0915,0.00
20090222,0930,0.00
20090222,0945,0.00
20090222,1000,0.00
20090222,1015,0.00
20090222,1030,0.00
20090222,1045,0.00
20090222,1100,0.00
20090222,1115,0.00
20090222,1130,0.00
20090222,1145,0.00
20090222,1200,0.00
20090222,1215,0.00
20090222,1230,0.00
20090222,1245,0.00
20090222,1300,0.00
20090222,1315,0.00
20090222,1330,0.00
20090222,1345,0.00
20090222,1400,0.00
20090222,1415,0.00
20090222,1430,0.00
20090222,1445,0.00
20090222,1500,0.00
20090222,1515,0.00
20090222,1530,0.00
20090222,1545,0.00
20090222,1600,0.00
20090222,1615,0.00
20090222,1630,0.00
20090222,1645,0.00
20090222,1700,0.00
20090222,1715,0.00
20090222,1730,0.00
20090222,1745,0.00
20090222,1800,0.00
20090222,1815,0.00
20090222,1830,0.00
20090222,1845,0.00
20090222,1900,0.00
20090222,1915,0.00
20090222,1930,0.00
20090222,1945,0.00
20090222,2000,0.00
20090222,2015,0.00
20090222,2030,0.00
20090222,2045,0.00
20090222,2100,0.00
20090222,2115,0.00
20090222,2130,0.00
20090222,2145,0.00
20090222,2200,0.00
20090222,2215,0.00
20090222,2230,0.00
20090222,2245,0.00
20090222,2300,0.00
20090222,2315,0.00
20090222,2330,0.00
20090222,2345,0.00
20090223,0000,0.00
20090223,0015,0.00
20090223,0030,0.00
20090223,0045,0.00
20090223,0100,0.00
20090223,0115,0.00
20090223,0130,0.00
20090223,0145,0.00
20090223,0200,0.00
20090223,0215,0.00
20090223,0230,0.00
20090223,0245,0.00
20090223,0300,0.00
20090223,0315,0.00
20090223,0330,0.00
20090223,0345,0.00
20090223,0400,0.00
20090223,0415,0.00
20090223,0430,0.00
20090223,0445,0.00
20090223,0500,0.00
20090223,0515,0.00
20090223,0530,0.00
20090223,0545,0.00
20090223,0600,0.00
20090223,0615,0.00
20090223,0630,0.00
20090223,0645,0.00
20090223,0700,0.00
20090223,0715,0.00
20090223,0730,0.00
20090223,0745,0.00
20090223,0800,0.00
20090223,0815,0.00
20090223,0830,0.00
20090223,0845,0.00
20090223,0900,0.00
20090223,0915,0.00
20090223,0930,0.00
20090223,0945,0.00
20090223,1000,0.00
20090223,1015,0.00
20090223,1030,0.00
20090223,1045,0.00
20090223,1100,0.00
20090223,1115,0.00
20090223,1130,0.00
20090223,1145,0.00
20090223,1200,0.00
20090223,1215,0.00
20090223,1230,0.00
20090223,1245,0.00
20090223,1300,0.00
20090223,1315,0.00
20090223,1330,0.00
20090223,1345,0.00
20090223,1400,0.00
20090223,1415,0.00
20090223,1430,0.00
20090223,1445,0.00
20090223,1500,0.00
20090223,1515,0.00
20090223,1530,0.00
20090223,1545,0.00
20090223,1600,0.00
20090223,1615,0.00
20090223,1630,0.00
20090223,1645,0.00
20090223,1700,0.00
20090223,1715,0.00
20090223,1730,0.00
20090223,1745,0.00
20090223,1800,0.00
20090223,1815,0.00
20090223,1830,0.00
20090223,1845,0.00
20090223,1900,0.00
20090223,1915,0.00
20090223,1930,0.00
20090223,1945,0.00
20090223,2000,0.00
20090223,2015,0.00
20090223,2030,0.00
20090223,2045,0.00
20090223,2100,0.00
20090223,2115,0.00
20090223,2130,0.00
20090223,2145,0.00
20090223,2200,0.00
20090223,2215,0.00
20090223,2230,0.00
20090223,2245,0.00
20090223,2300,0.00
20090223,2315,0.00
20090223,2330,0.00
20090223,2345,0.00
20090224,0000,0.00
20090224,0015,0.00
20090224,0030,0.00
20090224,0045,0.00
20090224,0100,0.00
20090224,0115,0.00
20090224,0130,0.00
20090224,0145,0.00
20090224,0200,0.00
20090224,0215,0.00
20090224,0230,0.00
20090224,0245,0.00
20090224,0300,0.00
20090224,0315,0.00
20090224,0330,0.00
20090224,0345,0.00
20090224,0400,0.00
20090224,0415,0.00
20090224,0430,0.00
20090224,0445,0.00
20090224,0500,0.00
20090224,0515,0.00
20090224,0530,0.00
20090224,0545,0.00
20090224,0600,0.00
20090224,0615,0.00
20090224,0630,0.00
20090224,0645,0.00
20090224,0700,0.00
20090224,0715,0.00
20090224,0730,0.00
20090224,0745,0.00
20090224,0800,0.00
20090224,0815,0.00
20090224,0830,0.00
20090224,0845,0.00
20090224,0900,0.00
20090224,0915,0.00
20090224,0930,0.00
20090224,0945,0.00
20090224,1000,0.00
20090224,1015,0.00
20090224,1030,0.00
20090224,1045,0.00
20090224,1100,0.00
20090224,1115,0.00
20090224,1130,0.00
20090224,1145,0.00
20090224,1200,0.00
20090224,1215,0.00
20090224,1230,0.00
20090224,1245,0.00
20090224,1300,0.00
20090224,1315,0.00
20090224,1330,0.00
20090224,1345,0.00
20090224,1400,0.00
20090224,1415,0.00
20090224,1430,0.00
20090224,1445,0.00
20090224,1500,0.00
20090224,1515,0.00
20090224,1530,0.00
20090224,1545,0.00
20090224,1600,0.00
20090224,1615,0.00
20090224,1630,0.00
20090224,1645,0.00
20090224,1700,0.00
20090224,1715,0.00
20090224,1730,0.00
20090224,1745,0.00
20090224,1800,0.00
20090224,1815,0.00
20090224,1830,0.00
20090224,1845,0.00
20090224,1900,0.00
20090224,1915,0.00
20090224,1930,0.00
20090224,1945,0.00
20090224,2000,0.00
20090224,2015,0.00
20090224,2030,0.00
20090224,2045,0.00
20090224,2100,0.00
20090224,2115,0.00
20090224,2130,0.00
20090224,2145,0.00
20090224,2200,0.00
20090224,2215,0.00
20090224,2230,0.00
20090224,2245,0.00
20090224,2300,0.00
20090224,2315,0.00
20090224,2330,0.00
20090224,2345,0.00
20090225,0000,0.00
20090225,0015,0.00
20090225,0030,0.00
20090225,0045,0.00
20090225,0100,0.00
20090225,0115,0.00
20090225,0130,0.00
20090225,0145,0.00
20090225,0200,0.00
20090225,0215,0.00
20090225,0230,0.00
20090225,0245,0.00
20090225,0300,0.00
20090225,0315,0.00
20090225,0330,0.00
20090225,0345,0.00
20090225,0400,0.00
20090225,0415,0.00
20090225,0430,0.00
20090225,0445,0.00
20090225,0500,0.00
20090225,0515,0.00
20090225,0530,0.00
20090225,0545,0.00
20090225,0600,0.00
20090225,0615,0.00
20090225,0630,0.00
20090225,0645,0.00
20090225,0700,0.00
20090225,0715,0.00
20090225,0730,0.00
20090225,0745,0.00
20090225,0800,0.00
20090225,0815,0.00
20090225,0830,0.00
20090225,0845,0.00
20090225,0900,0.00
20090225,0915,0.00
20090225,0930,0.00
20090225,0945,0.00
20090225,1000,0.00
20090225,1015,0.00
20090225,1030,0.00
20090225,1045,0.00
20090225,1100,0.00
20090225,1115,0.00
20090225,1130,0.00
20090225,1145,0.00
20090225,1200,0.00
20090225,1215,0.00
20090225,1230,0.00
20090225,1245,0.00
20090225,1300,0.00
20090225,1315,0.00
20090225,1330,0.00
20090225,1345,0.00
20090225,1400,0.00
20090225,1415,0.00
20090225,1430,0.00
20090225,1445,0.00
20090225,1500,0.00
20090225,1515,0.00
20090225,1530,0.00
20090225,1545,0.00
20090225,1600,0.00
20090225,1615,0.00
20090225,1630,0.00
20090225,1645,0.00
20090225,1700,0.00
20090225,1715,0.00
20090225,1730,0.00
20090225,1745,0.00
20090225,1800,0.00
20090225,1815,0.00
20090225,1830,0.00
20090225,1845,0.00
20090225,1900,0.00
20090225,1915,0.00
20090225,1930,0.00
20090225,1945,0.00
20090225,2000,0.00
20090225,2015,0.00
20090225,2030,0.00
20090225,2045,0.00
20090225,2100,0.00
20090225,2115,0.00
20090225,2130,0.00
20090225,2145,0.00
20090225,2200,0.00
20090225,2215,0.00
20090225,2230,0.00
20090225,2245,0.00
20090225,2300,0.00
20090225,2315,0.00
20090225,2330,0.00
20090225,2345,0.00
20090226,0000,0.00
20090226,0015,0.00
20090226,0030,0.00
20090226,0045,0.00
20090226,0100,0.00
20090226,0115,0.00
20090226,0130,0.00
20090226,0145,0.00
20090226,0200,0.00
20090226,0215,0.00
20090226,0230,0.00
20090226,0245,0.00
20090226,0300,0.00
20090226,0315,0.00
20090226,0330,0.00
20090226,0345,0.00
20090226,0400,0.00
20090226,0415,0.00
20090226,0430,0.00
20090226,0445,0.00
20090226,0500,0.00
20090226,0515,0.00
20090226,0530,0.00
20090226,0545,0.00
20090226,0600,0.00
20090226,0615,0.00
20090226,0630,0.00
20090226,0645,0.00
20090226,0700,0.00
20090226,0715,0.00
20090226,0730,0.00
20090226,0745,0.00
20090226,0800,0.00
20090226,0815,0.00
20090226,0830,0.00
20090226,0845,0.00
20090226,0900,0.00
20090226,0915,0.00
20090226,0930,0.00
20090226,0945,0.00
20090226,1000,0.00
20090226,1015,0.00
20090226,1030,0.00
20090226,1045,0.00
20090226,1100,0.00
20090226,1115,0.00
20090226,1130,0.00
20090226,1145,0.00
20090226,1200,0.00
20090226,1215,0.00
20090226,1230,0.00
20090226,1245,0.00
20090226,1300,0.00
20090226,1315,0.00
20090226,1330,0.00
20090226,1345,0.00
20090226,1400,0.00
20090226,1415,0.00
20090226,1430,0.00
20090226,1445,0.00
20090226,1500,0.00
20090226,1515,0.00
20090226,1530,0.00
20090226,1545,0.00
20090226,1600,0.00
20090226,1615,0.00
20090226,1630,0.00
20090226,1645,0.00
20090226,1700,0.00
20090226,1715,0.00
20090226,1730,0.00
20090226,1745,0.00
20090226,1800,0.00
20090226,1815,0.00
20090226,1830,0.00
20090226,1845,0.00
20090226,1900,0.00
20090226,1915,0.00
20090226,1930,0.00
20090226,1945,0.00
20090226,2000,0.00
20090226,2015,0.00
20090226,2030,0.00
20090226,2045,0.00
20090226,2100,0.00
20090226,2115,0.00
20090226,2130,0.00
20090226,2145,0.00
20090226,2200,0.00
20090226,2215,0.00
20090226,2230,0.00
20090226,2245,0.00
20090226,2300,0.00
20090226,2315,0.00
20090226,2330,0.00
20090226,2345,0.00
20090227,0000,0.00
20090227,0015,0.00
20090227,0030,0.00
20090227,0045,0.00
20090227,0100,0.00
20090227,0115,0.00
20090227,0130,0.00
20090227,0145,0.00
20090227,0200,0.00
20090227,0215,0.00
20090227,0230,0.00
20090227,0245,0.00
20090227,0300,0.00
20090227,0315,0.00
20090227,0330,0.00
20090227,0345,0.00
20090227,0400,0.00
20090227,0415,0.00
20090227,0430,0.00
20090227,0445,0.00
20090227,0500,0.00
20090227,0515,0.00
20090227,0530,0.00
20090227,0545,0.00
20090227,0600,0.00
20090227,0615,0.00
20090227,0630,0.00
20090227,0645,0.00
20090227,0700,0.00
20090227,0715,0.00
20090227,0730,0.00
20090227,0745,0.00
20090227,0800,0.00
20090227,0815,0.00
20090227,0830,0.00
20090227,0845,0.00
20090227,0900,0.00
20090227,0915,0.00
20090227,0930,0.00
20090227,0945,0.00
20090227,1000,0.00
20090227,1015,0.00
20090227,1030,0.00
20090227,1045,0.00
20090227,1100,0.00
20090227,1115,0.00
20090227,1130,0.00
20090227,1145,0.00
20090227,1200,0.00
20090227,1215,0.00
20090227,1230,0.00
20090227,1245,0.00
20090227,1300,0.00
20090227,1315,0.00
20090227,1330,0.00
20090227,1345,0.00
20090227,1400,0.00
20090227,1415,0.00
20090227,1430,0.00
20090227,1445,0.00
20090227,1500,0.00
20090227,1515,0.00
20090227,1530,0.00
20090227,1545,0.00
20090227,1600,0.00
20090227,1615,0.00
20090227,1630,0.00
20090227,1645,0.00
20090227,1700,0.00
20090227,1715,0.00
20090227,1730,0.00
20090227,1745,0.00
20090227,1800,0.00
20090227,1815,0.00
20090227,1830,0.00
20090227,1845,0.00
20090227,1900,0.00
20090227,1915,0.00
20090227,1930,0.00
20090227,1945,0.00
20090227,2000,0.00
20090227,2015,0.00
20090227,2030,0.00
20090227,2045,0.00
20090227,2100,0.00
20090227,2115,0.00
20090227,2130,0.00
20090227,2145,0.00
20090227,2200,0.00
20090227,2215,0.00
20090227,2230,0.00
20090227,2245,0.00
20090227,2300,0.00
20090227,2315,0.00
20090227,2330,0.00
20090227,2345,0.00
20090228,0000,0.00
20090228,0015,0.00
20090228,0030,0.00
20090228,0045,0.00
20090228,0100,0.00
20090228,0115,0.00
20090228,0130,0.00
20090228,0145,0.00
20090228,0200,0.00
20090228,0215,0.00
20090228,0230,0.00
20090228,0245,0.00
20090228,0300,0.00
20090228,0315,0.00
20090228,0330,0.00
20090228,0345,0.00
20090228,0400,0.00
20090228,0415,0.00
20090228,0430,0.00
20090228,0445,0.00
20090228,0500,0.00
20090228,0515,0.00
20090228,0530,0.00
20090228,0545,0.00
20090228,0600,0.00
20090228,0615,0.00
20090228,0630,0.00
20090228,0645,0.00
20090228,0700,0.00
20090228,0715,0.00
20090228,0730,0.00
20090228,0745,0.00
20090228,0800,0.00
20090228,0815,0.00
20090228,0830,0.00
20090228,0845,0.00
20090228,0900,0.00
20090228,0915,0.00
20090228,0930,0.00
20090228,0945,0.00
20090228,1000,0.00
20090228,1015,0.00
20090228,1030,0.00
20090228,1045,0.00
20090228,1100,0.00
20090228,1115,0.00
20090228,1130,0.00
20090228,1145,0.00
20090228,1200,0.00
20090228,1215,0.00
20090228,1230,0.00
20090228,1245,0.00
20090228,1300,0.00
20090228,1315,0.00
20090228,1330,0.00
20090228,1345,0.00
20090228,1400,0.00
20090228,1415,0.00
20090228,1430,0.00
20090228,1445,0.00
20090228,1500,0.00
20090228,1515,0.00
20090228,1530,0.00
20090228,1545,0.00
20090228,1600,0.00
20090228,1615,0.00
20090228,1630,0.00
20090228,1645,0.00
20090228,1700,0.00
20090228,1715,0.00
20090228,1730,0.00
20090228,1745,0.00
20090228,1800,0.00
20090228,1815,0.00
20090228,1830,0.00
20090228,1845,0.00
20090228,1900,0.00
20090228,1915,0.00
20090228,1930,0.00
20090228,1945,0.00
20090228,2000,0.00
20090228,2015,0.00
20090228,2030,0.00
20090228,2045,0.00
20090228,2100,0.00
20090228,2115,0.00
20090228,2130,0.00
20090228,2145,0.00
20090228,2200,0.00
20090228,2215,0.00
20090228,2230,0.00
20090228,2245,0.00
20090228,2300,0.00
20090228,2315,0.00
20090228,2330,0.00
20090228,2345,0.00
20090301,0000,0.00
20090301,0015,0.00
20090301,0030,0.00
20090301,0045,0.00
20090301,0100,0.00
20090301,0115,0.00
20090301,0130,0.00
20090301,0145,0.00
20090301,0200,0.00
20090301,0215,0.00
20090301,0230,0.00
20090301,0245,0.00
20090301,0300,0.00
20090301,0315,0.00
20090301,0330,0.00
20090301,0345,0.00
20090301,0400,0.00
20090301,0415,0.00
20090301,0430,0.00
20090301,0445,0.00
20090301,0500,0.00
20090301,0515,0.00
20090301,0530,0.00
20090301,0545,0.00
20090301,0600,0.00
20090301,0615,0.00
20090301,0630,0.00
20090301,0645,0.00
20090301,0700,0.00
20090301,0715,0.00
20090301,0730,0.00
20090301,0745,0.00
20090301,0800,0.00
20090301,0815,0.00
20090301,0830,0.00
20090301,0845,0.00
20090301,0900,0.00
20090301,0915,0.00
20090301,0930,0.00
20090301,0945,0.00
20090301,1000,0.00
20090301,1015,0.00
20090301,1030,0.00
20090301,1045,0.00
20090301,1100,0.00
20090301,1115,0.00
20090301,1130,0.00
20090301,1145,0.00
20090301,1200,0.00
20090301,1215,0.00
20090301,1230,0.00
20090301,1245,0.00
20090301,1300,0.00
20090301,1315,0.00
20090301,1330,0.00
20090301,1345,0.00
20090301,1400,0.00
20090301,1415,0.00
20090301,1430,0.00
20090301,1445,0.00
20090301,1500,0.00
20090301,1515,0.00
20090301,1530,0.00
20090301,1545,0.00
20090301,1600,0.00
20090301,1615,0.00
20090301,1630,0.00
20090301,1645,0.00
20090301,1700,0.00
20090301,1715,0.00
20090301,1730,0.00
20090301,1745,0.00
20090301,1800,0.00
20090301,1815,0.00
20090301,1830,0.00
20090301,1845,0.00
20090301,1900,0.00
20090301,1915,0.00
20090301,1930,0.00
20090301,1945,0.00
20090301,2000,0.00
20090301,2015,0.00
20090301,2030,0.00
20090301,2045,0.00
20090301,2100,0.00
20090301,2115,0.00
20090301,2130,0.00
20090301,2145,0.00
20090301,2200,0.00
20090301,2215,0.00
20090301,2230,0.00
20090301,2245,0.00
20090301,2300,0.00
20090301,2315,0.00
20090301,2330,0.00
20090301,2345,0.00
20090302,0000,0.00
20090302,0015,0.00
20090302,0030,0.00
20090302,0045,0.00
20090302,0100,0.00
20090302,0115,0.00
20090302,0130,0.00
20090302,0145,0.00
20090302,0200,0.00
20090302,0215,0.00
20090302,0230,0.00
20090302,0245,0.00
20090302,0300,0.00
20090302,0315,0.00
20090302,0330,0.00
20090302,0345,0.00
20090302,0400,0.00
20090302,0415,0.00
20090302,0430,0.00
20090302,0445,0.00
20090302,0500,0.00
20090302,0515,0.00
20090302,0530,0.00
20090302,0545,0.00
20090302,0600,0.00
20090302,0615,0.00
20090302,0630,0.00
20090302,0645,0.00
20090302,0700,0.00
20090302,0715,0.00
20090302,0730,0.00
20090302,0745,0.00
20090302,0800,0.00
20090302,0815,0.00
20090302,0830,0.00
20090302,0845,0.00
20090302,0900,0.00
20090302,0915,0.00
20090302,0930,0.00
20090302,0945,0.00
20090302,1000,0.00
20090302,1015,0.00
20090302,1030,0.00
20090302,1045,0.00
20090302,1115,0.00
20090302,1130,0.00
20090302,1145,0.00
20090302,1200,0.00
20090302,1215,0.00
20090302,1230,0.00
20090302,1245,0.00
20090302,1300,0.00
20090302,1315,0.00
20090302,1330,0.00
20090302,1345,0.00
20090302,1400,0.00
20090302,1415,0.00
20090302,1430,0.00
20090302,1445,0.00
20090302,1500,0.00
20090302,1515,0.00
20090302,1530,0.00
20090302,1545,0.00
20090302,1600,0.00
20090302,1615,0.00
20090302,1630,0.00
20090302,1645,0.00
20090302,1700,0.00
20090302,1715,0.00
20090302,1730,0.00
20090302,1745,0.00
20090302,1800,0.00
20090302,1815,0.00
20090302,1830,0.00
20090302,1845,0.00
20090302,1900,0.00
20090302,1915,0.00
20090302,1930,0.00
20090302,1945,0.00
20090302,2000,0.00
20090302,2015,0.00
20090302,2030,0.00
20090302,2045,0.00
20090302,2100,0.00
20090302,2115,0.00
20090302,2130,0.00
20090302,2145,0.00
20090302,2200,0.00
20090302,2215,0.00
20090302,2230,0.00
20090302,2245,0.00
20090302,2300,0.00
20090302,2315,0.00
20090302,2330,0.00
20090302,2345,0.00
20090303,0000,0.00
20090303,0015,0.00
20090303,0030,0.00
20090303,0045,0.00
20090303,0100,0.00
20090303,0115,0.00
20090303,0130,0.00
20090303,0145,0.00
20090303,0200,0.00
20090303,0215,0.00
20090303,0230,0.00
20090303,0245,0.00
20090303,0300,0.00
20090303,0315,0.00
20090303,0330,0.00
20090303,0345,0.00
20090303,0400,0.00
20090303,0415,0.00
20090303,0430,0.00
20090303,0445,0.00
20090303,0500,0.00
20090303,0515,0.00
20090303,0530,0.00
20090303,0545,0.00
20090303,0600,0.00
20090303,0615,0.00
20090303,0630,0.00
20090303,0645,0.00
20090303,0700,0.00
20090303,0715,0.00
20090303,0730,0.00
20090303,0745,0.00
20090303,0800,0.00
20090303,0815,0.00
20090303,0830,0.00
20090303,0845,0.00
20090303,0900,0.00
20090303,0915,0.00
20090303,0930,0.00
20090303,0945,0.00
20090303,1000,0.00
20090303,1015,0.00
20090303,1030,0.00
20090303,1045,0.00
20090303,1100,0.00
20090303,1115,0.00
20090303,1130,0.00
20090303,1145,0.00
20090303,1200,0.00
20090303,1215,0.00
20090303,1230,0.00
20090303,1245,0.00
20090303,1300,0.00
20090303,1315,0.00
20090303,1330,0.00
20090303,1345,0.00
20090303,1400,0.00
20090303,1415,0.00
20090303,1430,0.00
20090303,1445,0.00
20090303,1500,0.00
20090303,1515,0.00
20090303,1530,0.00
20090303,1545,0.00
20090303,1600,0.00
20090303,1615,0.00
20090303,1630,0.00
20090303,1645,0.00
20090303,1700,0.00
20090303,1715,0.00
20090303,1730,0.00
20090303,1745,0.00
20090303,1800,0.00
20090303,1815,0.00
20090303,1830,0.00
20090303,1845,0.00
20090303,1900,0.00
20090303,1915,0.00
20090303,1930,0.00
20090303,1945,0.00
20090303,2000,0.00
20090303,2015,0.00
20090303,2030,0.00
20090303,2045,0.00
20090303,2100,0.00
20090303,2115,0.00
20090303,2130,0.00
20090303,2145,0.00
20090303,2200,0.00
20090303,2215,0.00
20090303,2230,0.00
20090303,2245,0.00
20090303,2300,0.00
20090303,2315,0.00
20090303,2330,0.00
20090303,2345,0.00
20090304,0000,0.00
20090304,0015,0.00
20090304,0030,0.00
20090304,0045,0.00
20090304,0100,0.00
20090304,0115,0.00
20090304,0130,0.00
20090304,0145,0.00
20090304,0200,0.00
20090304,0215,0.00
20090304,0230,0.00
20090304,0245,0.00
20090304,0300,0.00
20090304,0315,0.00
20090304,0330,0.00
20090304,0345,0.00
20090304,0400,0.00
20090304,0415,0.00
20090304,0430,0.00
20090304,0445,0.00
20090304,0500,0.00
20090304,0515,0.00
20090304,0530,0.00
20090304,0545,0.00
20090304,0600,0.00
20090304,0615,0.00
20090304,0630,0.00
20090304,0645,0.00
20090304,0700,0.00
20090304,0715,0.00
20090304,0730,0.00
20090304,0745,0.00
20090304,0800,0.00
20090304,0815,0.00
20090304,0830,0.00
20090304,0845,0.00
20090304,0900,0.00
20090304,0915,0.00
20090304,0930,0.00
20090304,0945,0.00
20090304,1000,0.00
20090304,1015,0.00
20090304,1030,0.00
20090304,1045,0.00
20090304,1100,0.00
20090304,1115,0.00
20090304,1130,0.00
20090304,1145,0.00
20090304,1200,0.00
20090304,1215,0.00
20090304,1230,0.00
20090304,1245,0.00
20090304,1300,0.00
20090304,1315,0.00
20090304,1330,0.00
20090304,1345,0.00
20090304,1400,0.00
20090304,1415,0.00
20090304,1430,0.00
20090304,1445,0.00
20090304,1500,0.00
20090304,1515,0.00
20090304,1530,0.00
20090304,1545,0.00
20090304,1600,0.00
20090304,1615,0.00
20090304,1630,0.00
20090304,1645,0.00
20090304,1700,0.00
20090304,1715,0.00
20090304,1730,0.00
20090304,1745,0.00
20090304,1800,0.00
20090304,1815,0.00
20090304,1830,0.00
20090304,1845,0.00
20090304,1900,0.00
20090304,1915,0.00
20090304,1930,0.00
20090304,1945,0.00
20090304,2000,0.00
20090304,2015,0.00
20090304,2030,0.00
20090304,2045,0.00
20090304,2100,0.00
20090304,2115,0.00
20090304,2130,0.00
20090304,2145,0.00
20090304,2200,0.00
20090304,2215,0.00
20090304,2230,0.00
20090304,2245,0.00
20090304,2300,0.00
20090304,2315,0.00
20090304,2330,0.00
20090304,2345,0.00
20090305,0000,0.00
20090305,0015,0.00
20090305,0030,0.00
20090305,0045,0.00
20090305,0100,0.00
20090305,0115,0.00
20090305,0130,0.00
20090305,0145,0.00
20090305,0200,0.00
20090305,0215,0.00
20090305,0230,0.00
20090305,0245,0.00
20090305,0300,0.00
20090305,0315,0.00
20090305,0330,0.00
20090305,0345,0.00
20090305,0400,0.00
20090305,0415,0.00
20090305,0430,0.00
20090305,0445,0.00
20090305,0500,0.00
20090305,0515,0.00
20090305,0530,0.00
20090305,0545,0.00
20090305,0600,0.00
20090305,0615,0.00
20090305,0630,0.00
20090305,0645,0.00
20090305,0700,0.00
20090305,0715,0.00
20090305,0730,0.00
20090305,0745,0.00
20090305,0800,0.00
20090305,0815,0.00
20090305,0830,0.00
20090305,0845,0.00
20090305,0900,0.00
20090305,0915,0.00
20090305,0930,0.00
20090305,0945,0.00
20090305,1000,0.00
20090305,1015,0.00
20090305,1030,0.00
20090305,1045,0.00
20090305,1100,0.00
20090305,1115,0.00
20090305,1130,0.00
20090305,1145,0.00
20090305,1200,0.00
20090305,1215,0.00
20090305,1230,0.00
20090305,1245,0.00
20090305,1300,0.00
20090305,1315,0.00
20090305,1330,0.00
20090305,1345,0.00
20090305,1400,0.00
20090305,1415,0.00
20090305,1430,0.00
